seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
1366,42834,42.834,-0.869,0.124,0.499,1.42,3.02,-0.85,0.83,-0.1,0.73,28.29,96744,388.57,1,0.86375767,0.056907766,0.500052989,0.02512496,14.05,59.43,11.38,-0.54,0.32,-0.66,39251,39251,True
1367,42854,42.854,-0.866,0.111,0.482,-0.55,-1.34,-2.68,0.88,-0.1,0.73,28.3,96744,388.53,1,0.863455236,0.055955309,0.500724018,0.024279987,13.8,59.54,11.14,-0.54,0.32,-0.66,4822,4822,True
1368,42874,42.874,-0.855,0.129,0.494,-1.78,2.02,-3.15,0.88,-0.15,0.73,28.3,96745,388.5,1,0.863610506,0.0566778,0.500352502,0.024737025,13.97,59.48,11.29,-0.54,0.32,-0.66,7160,7160,True
1369,42894,42.894,-0.86,0.116,0.493,-1.91,1.63,-1.39,0.83,-0.1,0.69,28.3,96744,388.54,1,0.863686502,0.05504274,0.500440419,0.023984522,13.58,59.52,10.97,-0.54,0.32,-0.66,16069,16069,True
1370,42914,42.914,-0.864,0.119,0.492,-1.24,3.19,0.9,0.88,-0.1,0.69,28.3,96745,388.47,1,0.862850785,0.054845192,0.501896143,0.024099851,13.63,59.71,11.05,-0.54,0.32,-0.66,35290,35290,True
1371,42934,42.934,-0.857,0.121,0.485,-2.17,1.2,-1.0,0.83,-0.1,0.73,28.29,96744,388.54,1,0.862358332,0.055646356,0.502620697,0.024777815,13.9,59.78,11.31,-0.54,0.32,-0.66,60515,60515,True
1372,42954,42.954,-0.865,0.121,0.486,-1.08,-0.18,-2.27,0.98,-0.15,0.69,28.3,96744,388.53,1,0.86181277,0.055361085,0.503603041,0.02445478,13.86,59.92,11.26,-0.54,0.32,-0.66,51680,51680,True
1373,42974,42.974,-0.862,0.124,0.483,-2.27,1.15,-0.44,0.98,-0.2,0.73,28.3,96744,388.55,1,0.861476302,0.056408077,0.504016697,0.025375614,14.19,59.94,11.59,-0.54,0.32,-0.66,19518,19518,True
1374,42994,42.994,-0.872,0.121,0.491,-1.73,0.21,-2.95,0.83,-0.1,0.73,28.3,96745,388.49,1,0.861861527,0.054816782,0.503578484,0.02446549,13.75,59.92,11.2,-0.54,0.32,-0.66,36660,36660,True
1375,43014,43.014,-0.866,0.114,0.471,-1.44,3.27,0.14,0.88,-0.15,0.69,28.3,96744,388.54,1,0.86102283,0.054487333,0.505046785,0.024462452,13.76,60.12,11.25,-0.54,0.32,-0.66,54582,54582,True
1376,43034,43.034,-0.877,0.128,0.487,-0.23,0.37,-2.37,0.83,-0.05,0.73,28.3,96744,388.53,1,0.860732436,0.055662386,0.505392313,0.024900971,14.06,60.14,11.48,-0.54,0.32,-0.66,31668,31668,True
1377,43054,43.054,-0.875,0.119,0.486,-1.15,0.44,-2.04,0.83,-0.05,0.73,28.3,96745,388.49,1,0.860568047,0.054179467,0.50587821,0.023968739,13.69,60.24,11.16,-0.54,0.32,-0.66,53494,53494,True
1378,43074,43.074,-0.864,0.133,0.495,-1.54,3.31,-1.4,0.88,-0.1,0.73,28.3,96745,388.5,1,0.860729635,0.054847289,0.505502582,0.024565274,13.87,60.17,11.33,-0.54,0.32,-0.66,5740,5740,True
1379,43094,43.094,-0.866,0.12,0.487,-2.62,-0.88,-0.47,0.83,-0.1,0.69,28.3,96745,388.46,1,0.861460507,0.054580435,0.504270434,0.024864171,13.79,60.01,11.29,-0.54,0.32,-0.66,10007,10007,True
1380,43114,43.114,-0.874,0.126,0.496,-0.31,0.19,0.29,0.83,-0.05,0.73,28.3,96745,388.44,1,0.861883819,0.055580352,0.503401935,0.025566133,14.01,59.87,11.5,-0.54,0.32,-0.66,32001,32001,True
1381,43134,43.134,-0.859,0.128,0.489,-1.76,1.08,-2.16,0.83,-0.05,0.64,28.3,96745,388.49,1,0.862204969,0.056246694,0.502750516,0.026090715,14.17,59.77,11.64,-0.54,0.32,-0.66,47768,47768,True
1382,43154,43.154,-0.861,0.123,0.494,-0.29,-1.54,0.51,0.88,-0.1,0.69,28.3,96744,388.54,1,0.862969995,0.056245059,0.501429498,0.026224928,14.11,59.6,11.59,-0.54,0.32,-0.66,41111,41111,True
1383,43174,43.174,-0.857,0.114,0.49,-1.31,1.18,1.38,0.88,-0.1,0.73,28.3,96744,388.55,1,0.863167167,0.055006932,0.50124532,0.025881395,13.82,59.6,11.38,-0.54,0.32,-0.66,18576,18576,True
1384,43194,43.194,-0.867,0.118,0.484,-0.94,0.43,3.44,0.83,-0.1,0.69,28.3,96744,388.58,1,0.862577021,0.054954197,0.502246976,0.026248123,13.9,59.72,11.49,-0.54,0.32,-0.66,13599,13599,True
1385,43214,43.214,-0.853,0.121,0.507,0.53,-0.87,-0.44,0.83,-0.05,0.73,28.3,96744,388.58,1,0.863276243,0.05507395,0.501032293,0.026222464,13.86,59.56,11.44,-0.54,0.32,-0.66,6559,6559,True
1386,43234,43.234,-0.874,0.129,0.49,-0.71,-0.11,3.54,0.83,-0.1,0.69,28.3,96744,388.57,1,0.862754703,0.056195203,0.501750886,0.027248165,14.23,59.62,11.8,-0.54,0.32,-0.66,60130,60130,True
1387,43254,43.254,-0.866,0.122,0.483,-0.74,-0.69,-1.5,0.93,-0.2,0.78,28.3,96743,388.63,1,0.862269163,0.05584152,0.502643228,0.026895095,14.17,59.75,11.74,-0.54,0.32,-0.66,992,992,True
1388,43274,43.274,-0.86,0.14,0.497,-0.44,-0.84,3.92,0.88,-0.15,0.73,28.3,96743,388.66,1,0.8626526,0.057358038,0.501739144,0.028255967,14.57,59.59,12.12,-0.54,0.32,-0.66,22794,22794,True
1389,43294,43.294,-0.856,0.128,0.487,1.89,-4.29,-0.5,0.83,-0.1,0.78,28.3,96743,388.68,1,0.863131583,0.059077594,0.50068289,0.02881507,14.9,59.42,12.36,-0.54,0.32,-0.66,3931,3931,True
1390,43314,43.314,-0.86,0.129,0.5,0.81,-2.74,3.77,0.83,-0.1,0.73,28.3,96742,388.71,1,0.863968432,0.059391394,0.499174803,0.029253274,14.92,59.21,12.39,-0.54,0.32,-0.66,32718,32718,True
1391,43334,43.334,-0.873,0.121,0.49,-1.57,-1.53,0.89,0.93,-0.05,0.69,28.3,96743,388.64,1,0.863717318,0.058505982,0.499729604,0.028979285,14.76,59.3,12.27,-0.54,0.32,-0.66,49466,49466,True
1392,43354,43.354,-0.857,0.117,0.495,-0.51,-0.24,-0.33,0.83,-0.05,0.69,28.3,96743,388.61,1,0.863995314,0.057209581,0.499439627,0.028271904,14.41,59.29,11.98,-0.54,0.32,-0.66,52985,52985,True
1393,43374,43.374,-0.867,0.124,0.495,0.85,0.69,2.79,0.88,-0.15,0.69,28.3,96744,388.56,1,0.863563895,0.056736879,0.500251949,0.028042525,14.34,59.41,11.93,-0.54,0.32,-0.66,9523,9523,True
1394,43394,43.394,-0.863,0.132,0.502,-0.54,-0.67,-0.08,0.88,-0.1,0.69,28.3,96744,388.55,1,0.864152968,0.057401478,0.49912858,0.028553173,14.46,59.25,12.04,-0.54,0.32,-0.66,10717,10717,True
1395,43414,43.414,-0.87,0.118,0.486,0.95,-0.53,-0.37,0.88,-0.1,0.73,28.31,96745,388.5,1,0.863725364,0.056974512,0.499949187,0.027986325,14.36,59.37,11.93,-0.54,0.32,-0.66,60773,60773,True
1396,43434,43.434,-0.88,0.126,0.49,0.58,-0.88,2.78,0.83,-0.1,0.69,28.31,96744,388.53,1,0.86320591,0.057344805,0.50078851,0.02824617,14.51,59.47,12.07,-0.54,0.32,-0.66,65367,65367,True
1397,43454,43.454,-0.863,0.124,0.484,1.16,-0.63,2.35,0.83,-0.15,0.78,28.31,96745,388.51,1,0.862702847,0.057465706,0.501642227,0.028222153,14.58,59.58,12.12,-0.54,0.32,-0.66,18114,18114,True
1398,43474,43.474,-0.868,0.13,0.49,3.3,2.33,0.78,0.83,-0.2,0.73,28.31,96745,388.48,1,0.861896694,0.058719169,0.502873063,0.028368277,14.91,59.71,12.36,-0.54,0.32,-0.66,21054,21054,True
1399,43494,43.494,-0.87,0.119,0.483,-0.23,0.23,0.31,0.88,-0.1,0.73,28.31,96745,388.52,1,0.861577988,0.057779405,0.503559172,0.027801421,14.7,59.83,12.19,-0.54,0.32,-0.66,32893,32893,True
1400,43514,43.514,-0.863,0.115,0.49,0.48,-0.22,-0.84,0.88,-0.1,0.78,28.31,96744,388.53,1,0.861919105,0.056648731,0.503149152,0.026968723,14.37,59.8,11.87,-0.54,0.32,-0.66,21803,21803,True
1401,43534,43.534,-0.856,0.13,0.482,0.32,-0.88,0.92,0.78,-0.1,0.73,28.3,96743,388.62,1,0.861878455,0.058293261,0.502979338,0.0279142,14.78,59.74,12.23,-0.54,0.32,-0.66,41123,41123,True
1402,43554,43.554,-0.86,0.125,0.499,1.53,1.35,0.81,0.93,-0.15,0.73,28.3,96744,388.53,1,0.862365663,0.058400858,0.502134144,0.027858917,14.75,59.63,12.18,-0.54,0.32,-0.66,8642,8642,True
1403,43574,43.574,-0.873,0.117,0.493,-2.41,1.0,-2.83,0.93,-0.1,0.73,28.3,96744,388.58,1,0.862351716,0.056555353,0.502421975,0.026894305,14.3,59.71,11.81,-0.54,0.32,-0.66,42328,42328,True
1404,43594,43.594,-0.864,0.127,0.497,-2.75,2.27,1.11,0.93,-0.15,0.69,28.3,96744,388.58,1,0.862767994,0.056661084,0.501654685,0.027629981,14.36,59.6,11.92,-0.54,0.32,-0.66,5025,5025,True
1405,43614,43.614,-0.858,0.117,0.495,-2.0,0.02,-1.68,0.78,-0.05,0.64,28.3,96744,388.53,1,0.863291144,0.05537121,0.500927687,0.027090902,14.01,59.53,11.63,-0.54,0.32,-0.66,1678,1678,True
1406,43634,43.634,-0.856,0.123,0.493,-0.6,2.7,-1.74,0.83,-0.1,0.69,28.3,96745,388.5,1,0.863686919,0.055334445,0.500249207,0.027088309,13.96,59.44,11.59,-0.54,0.32,-0.66,12702,12702,True
1407,43654,43.654,-0.863,0.129,0.499,-1.25,-0.57,-4.92,0.88,-0.2,0.69,28.3,96745,388.45,1,0.864143491,0.055874407,0.499396771,0.027146649,14.03,59.32,11.62,-0.54,0.32,-0.66,45424,45424,True
1408,43674,43.674,-0.861,0.129,0.489,-2.28,1.13,-2.26,0.88,-0.15,0.69,28.31,96745,388.45,1,0.863592088,0.056372348,0.500273347,0.027523486,14.21,59.42,11.79,-0.54,0.32,-0.66,16735,16735,True
1409,43694,43.694,-0.865,0.125,0.506,-0.95,0.57,1.38,0.88,-0.15,0.73,28.3,96745,388.51,1,0.864170969,0.056373589,0.499252141,0.027891731,14.2,59.29,11.81,-0.54,0.32,-0.66,63030,63030,True
1410,43714,43.714,-0.854,0.127,0.483,-0.57,3.16,-1.37,0.83,-0.15,0.73,28.3,96745,388.46,1,0.863330066,0.056722429,0.500660419,0.027981324,14.35,59.46,11.94,-0.54,0.32,-0.66,65517,65517,True
1411,43734,43.734,-0.867,0.128,0.487,-0.73,0.24,-0.6,0.83,-0.1,0.73,28.3,96745,388.5,1,0.862731695,0.056969479,0.501657486,0.028076977,14.47,59.59,12.04,-0.54,0.32,-0.66,53984,53984,True
1412,43754,43.754,-0.868,0.11,0.482,-0.15,1.31,-1.28,0.88,-0.15,0.69,28.3,96745,388.48,1,0.862341523,0.055868786,0.502496362,0.027263707,14.21,59.72,11.81,-0.54,0.32,-0.66,15168,15168,True
1413,43774,43.774,-0.862,0.126,0.492,-0.05,-0.56,-1.69,0.93,-0.15,0.78,28.3,96745,388.47,1,0.862936556,0.056428228,0.501399934,0.027470201,14.28,59.57,11.85,-0.54,0.32,-0.66,52032,52032,True
1414,43794,43.794,-0.861,0.129,0.496,1.02,2.63,-0.24,0.93,-0.15,0.78,28.3,96746,388.43,1,0.863204181,0.057365939,0.500809252,0.027889421,14.48,59.47,12.0,-0.54,0.32,-0.66,52072,52072,True
1415,43814,43.814,-0.866,0.114,0.494,-1.42,1.09,-1.63,0.88,-0.15,0.69,28.31,96746,388.4,1,0.863211989,0.055766542,0.501023889,0.027023928,14.08,59.54,11.67,-0.54,0.32,-0.66,14809,14809,True
1416,43834,43.834,-0.851,0.112,0.498,-2.42,2.54,-0.82,0.88,-0.05,0.69,28.3,96746,388.42,1,0.863559365,0.054615539,0.500565648,0.026764331,13.81,59.5,11.47,-0.54,0.32,-0.66,32304,32304,True
1417,43854,43.854,-0.864,0.127,0.494,-3.18,2.15,-1.31,0.78,-0.1,0.64,28.3,96746,388.42,1,0.863311768,0.055527508,0.500841081,0.027708869,14.1,59.51,11.76,-0.54,0.32,-0.66,4994,4994,True
1418,43874,43.874,-0.856,0.121,0.494,-1.59,0.89,-3.02,0.88,-0.1,0.73,28.31,96747,388.33,1,0.863867998,0.054619741,0.500008106,0.027215591,13.83,59.42,11.52,-0.54,0.32,-0.66,31550,31550,True
1419,43894,43.894,-0.867,0.132,0.496,-1.47,1.94,-5.05,0.88,-0.2,0.64,28.3,96746,388.39,1,0.863535285,0.0554257,0.500483394,0.027406188,14.03,59.47,11.68,-0.54,0.32,-0.66,63416,63416,True
1420,43914,43.914,-0.87,0.121,0.49,1.23,0.02,-1.8,0.98,-0.15,0.69,28.3,96746,388.43,1,0.86299777,0.055172164,0.501473069,0.026750211,13.96,59.61,11.57,-0.54,0.32,-0.66,27039,27039,True
1421,43934,43.934,-0.864,0.121,0.481,-1.67,1.89,0.36,0.88,-0.1,0.64,28.31,96746,388.4,1,0.862262011,0.055071574,0.502739012,0.026925297,14.03,59.77,11.67,-0.54,0.32,-0.66,2978,2978,True
1422,43954,43.954,-0.858,0.123,0.49,-2.11,0.27,-3.21,0.93,-0.2,0.73,28.3,96745,388.45,1,0.862865865,0.054918341,0.501717508,0.02694281,13.95,59.64,11.6,-0.54,0.32,-0.66,30394,30394,True
1423,43974,43.974,-0.86,0.127,0.497,0.2,-0.65,1.54,0.93,-0.2,0.73,28.3,96745,388.46,1,0.863408446,0.055945449,0.50062865,0.027692255,14.17,59.47,11.8,-0.54,0.32,-0.66,28094,28094,True
1424,43994,43.994,-0.854,0.119,0.499,2.15,-0.38,-1.56,0.83,-0.1,0.69,28.3,96745,388.46,1,0.864033759,0.055746511,0.499604017,0.027088491,14.01,59.35,11.6,-0.54,0.32,-0.66,3192,3192,True
1425,44014,44.014,-0.866,0.117,0.491,1.21,1.75,-1.92,0.93,-0.1,0.73,28.3,96745,388.51,1,0.863481879,0.055012163,0.500686586,0.026183892,13.83,59.52,11.4,-0.54,0.32,-0.66,44362,44362,True
1426,44034,44.034,-0.86,0.115,0.492,0.95,-2.41,0.54,0.83,-0.1,0.69,28.3,96745,388.5,1,0.863807321,0.05397664,0.500277519,0.025413338,13.52,59.49,11.12,-0.54,0.32,-0.66,29265,29265,True
1427,44054,44.054,-0.865,0.112,0.499,-0.13,-2.44,0.34,0.88,-0.1,0.73,28.3,96744,388.54,1,0.864392579,0.052928552,0.499406606,0.024840768,13.21,59.4,10.85,-0.54,0.32,-0.66,20103,20103,True
1428,44074,44.074,-0.857,0.119,0.489,-0.81,1.64,2.13,0.88,-0.15,0.69,28.3,96744,388.53,1,0.863708198,0.053808454,0.500456214,0.025622034,13.52,59.51,11.15,-0.54,0.32,-0.66,29566,29566,True
1429,44094,44.094,-0.861,0.121,0.486,-1.03,0.23,0.41,0.88,-0.15,0.69,28.3,96744,388.54,1,0.863119364,0.054257993,0.501403272,0.025996173,13.7,59.62,11.32,-0.54,0.32,-0.66,3987,3987,True
1430,44114,44.114,-0.863,0.104,0.483,0.91,-1.4,1.48,0.88,-0.1,0.69,28.31,96744,388.55,1,0.862996101,0.053490352,0.501726031,0.02544493,13.5,59.68,11.15,-0.54,0.32,-0.66,10746,10746,True
1431,44134,44.134,-0.861,0.124,0.495,-0.98,-0.47,2.05,0.88,-0.15,0.69,28.31,96744,388.53,1,0.863418043,0.05466662,0.500816584,0.026525339,13.8,59.53,11.44,-0.54,0.32,-0.66,60831,60831,True
1432,44154,44.154,-0.851,0.129,0.489,0.99,0.26,3.93,0.83,-0.1,0.69,28.31,96745,388.52,1,0.863512993,0.056600615,0.500365019,0.02786742,14.3,59.43,11.89,-0.54,0.32,-0.66,6448,6448,True
1433,44174,44.174,-0.87,0.123,0.492,0.43,-0.71,-1.36,0.83,-0.15,0.69,28.31,96745,388.51,1,0.86309433,0.056063212,0.501182497,0.027225239,14.17,59.55,11.75,-0.54,0.32,-0.66,49142,49142,True
1434,44194,44.194,-0.858,0.128,0.491,0.45,-1.44,0.71,0.88,-0.1,0.69,28.31,96744,388.53,1,0.863391161,0.057612818,0.500446618,0.028101839,14.53,59.42,12.05,-0.54,0.32,-0.66,50146,50146,True
1435,44214,44.214,-0.855,0.114,0.487,0.06,0.67,3.82,0.88,-0.15,0.73,28.31,96744,388.52,1,0.863294303,0.056739777,0.500723362,0.027925249,14.35,59.47,11.93,-0.54,0.32,-0.66,25974,25974,True
1436,44234,44.234,-0.862,0.124,0.485,3.27,-0.49,-2.66,0.83,-0.15,0.73,28.31,96745,388.51,1,0.862752378,0.056927379,0.501681983,0.027070325,14.35,59.61,11.84,-0.54,0.32,-0.66,64957,64957,True
1437,44254,44.254,-0.86,0.127,0.492,1.43,-0.58,-3.15,0.88,-0.1,0.64,28.31,96744,388.53,1,0.863301218,0.057718951,0.500650048,0.027002299,14.44,59.46,11.86,-0.54,0.32,-0.66,11712,11712,True
1438,44274,44.274,-0.875,0.115,0.504,0.36,-0.76,-1.21,0.88,-0.15,0.83,28.31,96745,388.49,1,0.863666415,0.056515135,0.500204861,0.02610613,14.08,59.44,11.53,-0.54,0.32,-0.66,9502,9502,True
1439,44294,44.294,-0.869,0.128,0.49,-0.76,-1.02,-0.32,0.78,0.0,0.73,28.31,96745,388.49,1,0.863196135,0.057038534,0.500941813,0.026386298,14.26,59.52,11.68,-0.54,0.32,-0.66,3382,3382,True
1440,44314,44.314,-0.875,0.116,0.501,-0.45,-1.26,-4.08,0.93,-0.15,0.78,28.31,96744,388.56,1,0.863555729,0.055415913,0.500571012,0.025084361,13.78,59.51,11.23,-0.54,0.32,-0.66,13172,13172,True
1441,44334,44.334,-0.874,0.133,0.482,0.24,-1.03,0.85,0.88,-0.1,0.78,28.31,96744,388.54,1,0.863103211,0.056384847,0.501218259,0.025572093,14.05,59.58,11.47,-0.54,0.32,-0.66,23916,23916,True
1442,44354,44.354,-0.865,0.123,0.498,0.24,-0.63,-0.98,0.88,-0.1,0.69,28.31,96744,388.54,1,0.863785326,0.056180783,0.500075638,0.025356676,13.93,59.44,11.34,-0.54,0.32,-0.66,38513,38513,True
1443,44374,44.374,-0.855,0.107,0.49,-1.83,4.3,-1.76,0.88,-0.2,0.64,28.31,96744,388.53,1,0.863518894,0.054493561,0.500762761,0.024541518,13.55,59.56,11.03,-0.54,0.32,-0.66,34876,34876,True
1444,44394,44.394,-0.856,0.12,0.493,-3.14,2.87,-3.95,0.83,-0.05,0.78,28.31,96745,388.5,1,0.863865733,0.054326318,0.500175714,0.024677679,13.5,59.48,11.01,-0.54,0.32,-0.66,59482,59482,True
1445,44414,44.414,-0.87,0.125,0.489,-1.43,4.16,2.63,0.78,-0.05,0.69,28.31,96745,388.52,1,0.862965584,0.055157892,0.501589119,0.025618464,13.84,59.64,11.36,-0.54,0.32,-0.66,23517,23517,True
1446,44434,44.434,-0.846,0.114,0.488,-0.76,0.0,-4.18,0.98,-0.15,0.69,28.3,96744,388.61,1,0.863559902,0.054076876,0.500727177,0.024745023,13.49,59.56,11.02,-0.54,0.32,-0.66,52849,52849,True
1447,44454,44.454,-0.858,0.119,0.49,-2.73,1.1,-3.68,0.83,-0.1,0.73,28.31,96744,388.61,1,0.863418818,0.054856364,0.500858843,0.025283622,13.71,59.56,11.22,-0.54,0.32,-0.66,43165,43165,True
1448,44474,44.474,-0.862,0.129,0.495,-1.63,2.72,-1.63,0.88,-0.15,0.73,28.31,96744,388.57,1,0.863367498,0.055886101,0.500794888,0.026034329,13.99,59.52,11.48,-0.54,0.32,-0.66,9816,9816,True
1449,44494,44.494,-0.862,0.132,0.485,-0.27,1.02,0.3,0.78,-0.1,0.78,28.31,96745,388.52,1,0.862863302,0.057085078,0.501491427,0.026734648,14.33,59.59,11.78,-0.54,0.32,-0.66,484,484,True
1450,44514,44.514,-0.871,0.135,0.491,-0.55,-0.12,2.37,0.78,-0.05,0.78,28.31,96744,388.54,1,0.86251682,0.058541853,0.501859188,0.027837016,14.76,59.59,12.18,-0.54,0.32,-0.66,10265,10265,True
1451,44534,44.534,-0.863,0.112,0.482,-0.64,1.86,0.63,0.88,-0.1,0.78,28.31,96744,388.54,1,0.862160861,0.057416569,0.502629638,0.027304636,14.52,59.72,12.0,-0.54,0.32,-0.66,9689,9689,True
1452,44554,44.554,-0.855,0.125,0.492,-1.7,2.01,-0.63,0.83,-0.1,0.73,28.31,96745,388.52,1,0.862633824,0.057090651,0.501847684,0.027431911,14.43,59.62,11.94,-0.54,0.32,-0.66,58978,58978,True
1453,44574,44.574,-0.873,0.127,0.491,-2.63,0.34,1.69,0.98,-0.2,0.73,28.31,96744,388.55,1,0.86203301,0.057092339,0.502850592,0.027944822,14.54,59.74,12.1,-0.54,0.32,-0.66,41152,41152,True
1454,44594,44.594,-0.874,0.119,0.5,-2.89,0.49,-1.47,0.93,-0.1,0.69,28.31,96744,388.53,1,0.862455726,0.055539135,0.502328038,0.027423058,14.15,59.7,11.79,-0.54,0.32,-0.66,63777,63777,True
1455,44614,44.614,-0.853,0.124,0.483,-2.37,2.47,-6.21,0.88,-0.05,0.73,28.31,96745,388.51,1,0.862392962,0.056098454,0.502365708,0.027568258,14.28,59.7,11.89,-0.54,0.32,-0.66,27275,27275,True
1456,44634,44.634,-0.864,0.126,0.488,-1.67,3.44,-0.33,0.83,-0.1,0.69,28.31,96745,388.5,1,0.86177963,0.057161748,0.503250062,0.028419795,14.63,59.78,12.22,-0.54,0.32,-0.66,40962,40962,True
1457,44654,44.654,-0.877,0.125,0.488,-0.52,-0.48,-3.37,0.93,-0.15,0.73,28.31,96745,388.44,1,0.86132735,0.056428622,0.504150689,0.027625566,14.45,59.92,12.03,-0.54,0.32,-0.66,13966,13966,True
1458,44674,44.674,-0.863,0.122,0.489,-1.31,-0.24,1.34,0.93,-0.1,0.69,28.31,96745,388.47,1,0.861945271,0.055844542,0.503155291,0.027685607,14.29,59.8,11.92,-0.54,0.32,-0.66,35024,35024,True
1459,44694,44.694,-0.866,0.132,0.501,0.23,0.55,-1.05,0.83,-0.05,0.73,28.31,96745,388.44,1,0.862440646,0.056483697,0.502218544,0.027968476,14.39,59.67,12.0,-0.54,0.32,-0.66,49581,49581,True
1460,44714,44.714,-0.851,0.128,0.493,-1.37,-0.89,-0.69,0.93,-0.15,0.69,28.32,96745,388.45,1,0.863110423,0.056762449,0.501014233,0.028341813,14.42,59.5,12.03,-0.54,0.32,-0.66,49,49,True
1461,44734,44.734,-0.859,0.125,0.484,0.11,0.35,-1.33,0.83,-0.05,0.73,28.31,96745,388.49,1,0.862514734,0.056631517,0.502072871,0.027998684,14.42,59.65,12.01,-0.54,0.32,-0.66,46873,46873,True
1462,44754,44.754,-0.867,0.125,0.488,1.72,-0.03,-2.24,0.88,-0.15,0.73,28.32,96745,388.48,1,0.861982346,0.056394141,0.503055811,0.027219405,14.34,59.79,11.89,-0.54,0.32,-0.66,62487,62487,True
1463,44774,44.774,-0.862,0.127,0.499,-1.31,-0.62,-0.58,0.93,-0.1,0.78,28.32,96745,388.49,1,0.862665653,0.05642955,0.501866221,0.027457936,14.31,59.63,11.87,-0.54,0.32,-0.66,34144,34144,True
1464,44794,44.794,-0.854,0.122,0.489,0.86,0.44,-0.85,0.83,-0.1,0.78,28.31,96744,388.55,1,0.863209546,0.055965316,0.50100708,0.027001033,14.12,59.53,11.69,-0.54,0.32,-0.66,4433,4433,True
1465,44814,44.814,-0.856,0.139,0.492,-1.15,-0.07,-0.31,0.93,-0.1,0.69,28.32,96744,388.54,1,0.863299608,0.057253346,0.500656664,0.027905351,14.45,59.46,11.98,-0.54,0.32,-0.66,28591,28591,True
1466,44834,44.834,-0.859,0.131,0.496,-0.97,-1.89,0.34,0.83,-0.15,0.64,28.32,96744,388.58,1,0.863913953,0.058146328,0.49945116,0.028640451,14.63,59.28,12.15,-0.54,0.32,-0.66,41110,41110,True
1467,44854,44.854,-0.872,0.126,0.488,-0.98,0.44,0.57,0.83,0.0,0.69,28.32,96744,388.55,1,0.863325357,0.057918727,0.500495255,0.028622614,14.65,59.41,12.18,-0.54,0.32,-0.66,38195,38195,True
1468,44874,44.874,-0.86,0.123,0.486,-0.18,1.57,-0.07,0.88,-0.1,0.69,28.32,96744,388.54,1,0.862797201,0.057132691,0.501524448,0.028109882,14.49,59.57,12.06,-0.54,0.32,-0.66,274,274,True
1469,44894,44.894,-0.865,0.132,0.495,0.61,0.02,-2.37,0.83,-0.15,0.69,28.32,96744,388.55,1,0.863057852,0.058345485,0.500914693,0.028485203,14.74,59.46,12.23,-0.54,0.32,-0.66,11214,11214,True
1470,44914,44.914,-0.86,0.131,0.5,-0.24,1.45,-0.78,0.88,-0.15,0.78,28.31,96744,388.59,1,0.863545239,0.058542829,0.500042021,0.028641244,14.74,59.35,12.23,-0.54,0.32,-0.66,15035,15035,True
1471,44934,44.934,-0.868,0.128,0.489,-0.71,-1.3,-3.18,0.93,-0.15,0.78,28.32,96744,388.57,1,0.863117754,0.058086492,0.500866473,0.028043073,14.64,59.47,12.11,-0.54,0.32,-0.66,27321,27321,True
1472,44954,44.954,-0.862,0.122,0.481,1.29,1.24,-1.2,0.88,-0.1,0.78,28.32,96744,388.56,1,0.862494946,0.057773747,0.502009034,0.027416706,14.57,59.63,12.02,-0.54,0.32,-0.66,31357,31357,True
1473,44974,44.974,-0.865,0.119,0.502,0.76,0.92,1.35,0.88,-0.1,0.73,28.32,96744,388.56,1,0.862947404,0.057307892,0.501296222,0.027196134,14.42,59.55,11.89,-0.54,0.32,-0.66,59780,59780,True
1474,44994,44.994,-0.854,0.129,0.496,0.55,-1.02,1.47,0.93,-0.1,0.69,28.32,96744,388.58,1,0.863604724,0.058025047,0.500052512,0.027703211,14.54,59.37,11.99,-0.54,0.32,-0.66,21326,21326,True
1475,45014,45.014,-0.871,0.128,0.493,-0.3,-2.66,-0.67,0.88,-0.1,0.78,28.32,96744,388.53,1,0.863276064,0.057887472,0.500649452,0.027452772,14.52,59.45,11.96,-0.54,0.32,-0.66,60082,60082,True
1476,45034,45.034,-0.872,0.111,0.492,1.53,2.08,3.27,0.88,-0.05,0.73,28.32,96744,388.54,1,0.862947345,0.057241045,0.501309216,0.02709884,14.39,59.55,11.86,-0.54,0.32,-0.66,54686,54686,True
1477,45054,45.054,-0.874,0.123,0.483,0.63,-0.6,1.8,0.88,-0.1,0.78,28.32,96745,388.5,1,0.862431884,0.057329126,0.502185762,0.027092274,14.46,59.67,11.92,-0.54,0.32,-0.66,44615,44615,True
1478,45074,45.074,-0.868,0.125,0.485,-0.96,0.57,-1.88,0.88,-0.15,0.69,28.32,96745,388.49,1,0.861841142,0.056889452,0.503269613,0.026705496,14.39,59.82,11.86,-0.54,0.32,-0.66,40910,40910,True
1479,45094,45.094,-0.861,0.12,0.508,-0.41,-2.98,0.88,0.88,-0.1,0.59,28.32,96745,388.49,1,0.862726927,0.056729864,0.501763463,0.026785297,14.28,59.62,11.77,-0.54,0.32,-0.66,56689,56689,True
